Package,Base name,Inh Depth,NVI,Local G Count,NVS,New Count,Overriden G Count,Inh Count,Tag,Ovr Tag
org.jboss.xb.binding,NamespaceRegistry,1,1.0909091,12,13.09091,12,0,11,PureExtender,NoOvr
org.jboss.dom4j.rule,Stylesheet,1,1.7272727,19,32.818184,19,0,11,PureExtender,NoOvr
org.jboss.dom4j.tree,AbstractBranch,2,1.8604652,40,74.41861,37,3,40,Extender,PureReplacer
EDU.oswego.cs.dl.util.concurrent,Semaphore,1,0.45454547,5,2.2727273,5,0,11,PureExtender,NoOvr
org.jboss.util.propertyeditor,ClassArrayEditor,2,0.15384616,2,0.30769232,0,2,24,PureOverrider,PureReplacer
org.jboss.mx.util,MBeanInstaller,1,0.36363637,4,1.4545455,4,0,11,PureExtender,NoOvr
org.jboss.system.pm,XMLAttributePersistenceManager$XMLFilter,1,0.09090909,1,0.09090909,1,0,11,PureExtender,NoOvr
org.jboss.mx.persistence,MbeanInfoDbPm,2,2.7142856,19,51.571426,19,0,14,PureExtender,NoOvr
org.jboss.dom4j.tree,AbstractDocument,3,0.975,26,25.35,13,13,67,Overrider,Replacer
org.apache.commons.httpclient,HttpURL,2,0.5208333,25,13.020833,18,7,89,Extender,Replacer
EDU.oswego.cs.dl.util.concurrent,Rendezvous$Rotator,1,0.09090909,1,0.09090909,1,0,11,PureExtender,NoOvr
org.jboss.mx.capability,DispatcherFactory,1,0.0,0,0.0,0,0,11,Other,NoOvr
org.apache.commons.httpclient,ConnectMethod,2,0.12,6,0.71999997,0,6,94,PureOverrider,Equals
org.jboss.deployment.scanner,URLDirectoryScanner,4,0.962963,13,12.518518,11,2,52,Extender,PureSpecializer
org.apache.commons.httpclient.util,URIUtil$Coder,2,0.0,0,0.0,0,0,96,Other,NoOvr
org.apache.log4j,AsyncAppender$DiscardSummary,1,0.18181819,2,0.36363637,2,0,11,PureExtender,NoOvr
org.apache.log4j.helpers,PatternParser$LiteralPatternConverter,2,0.2857143,2,0.5714286,0,2,12,PureOverrider,Equals
javax.management.relation,InvalidRelationServiceException,5,0.0,0,0.0,0,0,21,Other,NoOvr
org.jboss.deployment.cache,FileDeploymentStore,3,0.73333335,11,8.066667,10,1,44,Extender,PureReplacer
org.apache.log4j.helpers,Transform,1,0.0,0,0.0,0,0,11,Other,NoOvr
